row_id,orders,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,prodcut_name,sales,quantity,discount,profit,manufacturer,order_year,order_day,order_month,state_code
1059,CA-2017-167150,2017-12-10,2017-12-17,Standard Class,BP-11185,"B, Peterman",Corporate,United States,San Diego,California,92037,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,0.2,22.9488,Wilson,2017,Sunday,December,CA
1060,CA-2016-105284,2016-11-24,2016-12-01,Standard Class,MG-17650,"M, Grinstein",Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3,0.2,1.6008,Stockwell,2016,Thursday,November,PA
1068,CA-2016-157686,2016-10-01,2016-10-02,First Class,BD-11620,"B, DeCherney",Consumer,United States,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,Global,2016,Saturday,October,CA
1069,US-2017-139955,2017-09-28,2017-09-30,Second Class,CM-12160,"C, McCrossin",Consumer,United States,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.744,1,0.2,-0.3488,Staple,2017,Thursday,September,TX
1072,CA-2016-152814,2016-04-28,2016-05-02,Standard Class,EH-14005,"E, Hernandez",Home Office,United States,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472,3,0.2,9.9468,Xerox,2016,Thursday,April,CO
1073,CA-2017-106943,2017-11-14,2017-11-19,Standard Class,FO-14305,"F, Olsen",Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,0.2,3.024,3M,2017,Tuesday,November,NY
1074,CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,"M, Satty",Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,0.7,-4.598,Avery,2016,Saturday,November,AZ
1075,CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,"M, Satty",Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7,0.7,-3.3488,Round,2016,Saturday,November,AZ
1076,CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,"M, Satty",Consumer,United States,Mesa,Arizona,85204,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2,0.2,1.999,Micropad,2016,Saturday,November,AZ
1077,CA-2016-161781,2016-09-29,2016-09-30,First Class,CC-12100,"C, Cunningham",Home Office,United States,Columbus,Indiana,47201,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0.0,10.6288,Newell,2016,Thursday,September,IN
1078,CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,"D, Weiss",Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0.0,33.5888,Belkin,2017,Saturday,September,WA
1079,CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,"D, Weiss",Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.4888,Sterilite,2017,Saturday,September,WA
1080,CA-2017-132521,2017-09-23,2017-09-25,Second Class,DW-13540,"D, Weiss",Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.322,Avery,2017,Saturday,September,WA
1083,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,"K, Daniels",Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,Chromcraft,2016,Tuesday,March,NY
1084,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,"K, Daniels",Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.1348,Easy-staple,2016,Tuesday,March,NY
1085,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,"K, Daniels",Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.2468,Adjustable,2016,Tuesday,March,NY
1086,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,"K, Daniels",Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0.0,2400.9657,Ativa,2016,Tuesday,March,NY
1087,CA-2016-167584,2016-08-12,2016-08-12,Same Day,LC-16870,"L, Cacioppo",Consumer,United States,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0.0,3.1104,Xerox,2016,Friday,August,IA
1088,CA-2016-166163,2016-08-15,2016-08-20,Second Class,CY-12745,"C, Yedwab",Corporate,United States,Oakland,California,94601,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.19760000000001,Nokia,2016,Monday,August,CA
1089,CA-2016-166163,2016-08-15,2016-08-20,Second Class,CY-12745,"C, Yedwab",Corporate,United States,Oakland,California,94601,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0.0,1.512,Avery,2016,Monday,August,CA
1090,CA-2017-158407,2017-06-04,2017-06-10,Standard Class,LW-16990,"L, Williams",Corporate,United States,Monroe,North Carolina,28110,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,Telescoping,2017,Sunday,June,NC
1091,CA-2017-158407,2017-06-04,2017-06-10,Standard Class,LW-16990,"L, Williams",Corporate,United States,Monroe,North Carolina,28110,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,0.2,25.1944,Innergie,2017,Sunday,June,NC
1096,CA-2017-160423,2017-01-21,2017-01-26,Standard Class,PS-19045,"P, Sewall",Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.4682,Fellowes,2017,Saturday,January,NC
1097,CA-2017-160423,2017-01-21,2017-01-26,Standard Class,PS-19045,"P, Sewall",Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272,GBC,2017,Saturday,January,NC
1099,CA-2016-107216,2016-06-14,2016-06-17,First Class,PV-18985,"P, Hugh",Home Office,United States,San Francisco,California,94122,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0.0,2.0416,Newell,2016,Tuesday,June,CA
1100,CA-2016-107216,2016-06-14,2016-06-17,First Class,PV-18985,"P, Hugh",Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0.0,4.1031,GE,2016,Tuesday,June,CA
1101,CA-2016-107216,2016-06-14,2016-06-17,First Class,PV-18985,"P, Hugh",Home Office,United States,San Francisco,California,94122,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0.0,9.6657,Logitech,2016,Tuesday,June,CA
1102,CA-2016-107216,2016-06-14,2016-06-17,First Class,PV-18985,"P, Hugh",Home Office,United States,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0.0,2.5056,Newell,2016,Tuesday,June,CA
1103,US-2017-145863,2017-04-21,2017-04-27,Standard Class,RP-19390,"R, Pölking",Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,3,0.8,-4.7145,Avery,2017,Friday,April,TX
1104,US-2017-145863,2017-04-21,2017-04-27,Standard Class,RP-19390,"R, Pölking",Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878,UniKeep,2017,Friday,April,TX
1105,CA-2016-112340,2016-10-21,2016-10-27,Standard Class,NM-18520,"N, Murray",Consumer,United States,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0.0,11.2308,Rediform,2016,Friday,October,CA
1106,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644,Tennsco,2016,Saturday,November,TX
1107,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566,GE,2016,Saturday,November,TX
1108,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248,GBC,2016,Saturday,November,TX
1109,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,0.2,21.888,Staples,2016,Saturday,November,TX
1110,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267,Recycled,2016,Saturday,November,TX
1111,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186,invisibleSHIELD,2016,Saturday,November,TX
1112,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2,0.2,3.6288,Xerox,2016,Saturday,November,TX
1113,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,"E, Hoffmann",Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264,Avery,2016,Saturday,November,TX
1114,CA-2017-140585,2017-12-18,2017-12-23,Second Class,RA-19915,"R, Applegate",Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,Binding,2017,Monday,December,CA
1115,CA-2017-140585,2017-12-18,2017-12-23,Second Class,RA-19915,"R, Applegate",Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882,Bush,2017,Monday,December,CA
1116,CA-2017-140585,2017-12-18,2017-12-23,Second Class,RA-19915,"R, Applegate",Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2,0.0,57.5904,Logitech Illuminated,2017,Monday,December,CA
1117,CA-2016-144855,2016-07-22,2016-07-24,Second Class,DL-13495,"D, Lloyd",Corporate,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2,0.0,3.024,Self-Adhesive,2016,Friday,July,CA
1130,CA-2016-112102,2016-04-12,2016-04-16,Standard Class,BD-11605,"B, Dahlen",Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.6624,KI,2016,Tuesday,April,VA
1131,CA-2016-112102,2016-04-12,2016-04-16,Standard Class,BD-11605,"B, Dahlen",Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,0.0,20.0851,Xerox,2016,Tuesday,April,VA
1132,CA-2016-112102,2016-04-12,2016-04-16,Standard Class,BD-11605,"B, Dahlen",Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,28.755,Globe,2016,Tuesday,April,VA
1133,US-2016-114776,2016-12-06,2016-12-07,First Class,GG-14650,"G, Guthrie",Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,0.0,9.3312,Xerox,2016,Tuesday,December,CA
1134,US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,"J, Sundaresam",Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364,Eldon,2016,Sunday,June,PA
1135,US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,"J, Sundaresam",Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.646,Avery,2016,Sunday,June,PA
1136,US-2016-148803,2016-12-11,2016-12-11,Same Day,LR-16915,"L, Radford",Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571,Steel,2016,Sunday,December,FL
1137,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,"F, Hawley",Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0.0,129.384,Tyvek,2016,Saturday,November,IN
1138,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,"F, Hawley",Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0.0,10.5504,Belkin,2016,Saturday,November,IN
1139,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,"F, Hawley",Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0.0,8.991,Xerox,2016,Saturday,November,IN
1140,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,"F, Hawley",Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0.0,5.5566,Newell,2016,Saturday,November,IN
1141,CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,"F, Hawley",Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0.0,8.69,Cardinal,2016,Saturday,November,IN
1153,CA-2017-160395,2016-12-31,2017-01-06,Standard Class,KL-16555,"K, Lampkin",Corporate,United States,Reno,Nevada,89502,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0.0,1.638,Crayola,2016,Saturday,December,NV
1154,CA-2017-160395,2016-12-31,2017-01-06,Standard Class,KL-16555,"K, Lampkin",Corporate,United States,Reno,Nevada,89502,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217,Lock-Up,2016,Saturday,December,NV
1159,CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,"G, Bell",Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,Hon,2016,Saturday,July,CA
1160,CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,"A, Avila",Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735,Belkin,2017,Thursday,June,MN
1161,CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,"A, Avila",Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77,Avery,2017,Thursday,June,MN
1168,CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,"D, Latchford",Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,C-Line,2017,Friday,December,NY
1169,CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,"D, Latchford",Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0.0,0.0,Safco,2017,Friday,December,NY
1170,CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,"D, Latchford",Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0.0,9.3312,Xerox,2017,Friday,December,NY
1171,CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,"D, Latchford",Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,Iris,2017,Friday,December,NY
1176,CA-2016-161207,2016-08-29,2016-09-03,Standard Class,AB-10060,"A, Bellavance",Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,Acme,2016,Monday,August,NH
1178,CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,"J, Eaton",Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.75,Harbour,2016,Thursday,December,MD
1179,CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,"J, Eaton",Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0.0,44.9925,JBL,2016,Thursday,December,MD
1180,CA-2016-168081,2016-04-24,2016-04-27,Second Class,CA-12055,"C, Armstrong",Home Office,United States,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,Plantronics,2016,Sunday,April,TX
1183,CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,"R, Beeghly",Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,Tyvek,2017,Saturday,January,NC
1184,CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,"R, Beeghly",Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,Sannysis,2017,Saturday,January,NC
1189,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,"B, Talbott",Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,Kensington,2017,Sunday,February,CA
1190,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,"B, Talbott",Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,Toshiba,2017,Sunday,February,CA
1191,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,"B, Talbott",Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,GuestStacker,2017,Sunday,February,CA
1192,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,"B, Talbott",Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,0.0,109.7208,Xerox,2017,Sunday,February,CA
1193,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,"B, Talbott",Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,4,0.0,11.3288,Xerox,2017,Sunday,February,CA
1198,CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,"Z, Carroll",Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,Kensington,2016,Friday,April,TX
1199,CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,"Z, Carroll",Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,Global,2016,Friday,April,TX
1200,CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,"Z, Carroll",Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,GBC,2016,Friday,April,TX
1201,CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,"L, Southworth",Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,Hon,2016,Monday,July,CO
1202,CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,"L, Southworth",Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,3,0.7,-1.4352,Round,2016,Monday,July,CO
1203,CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,"L, Southworth",Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6793999999999,Hon,2016,Monday,July,CO
1204,CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,"L, Southworth",Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,Sauder,2016,Monday,July,CO
1205,CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,"L, Southworth",Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,Fellowes,2016,Monday,July,CO
1206,CA-2017-133235,2017-08-01,2017-08-04,First Class,LH-16750,"L, Hughes",Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,Nortel,2017,Tuesday,August,NC
1207,CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,"S, Ward",Corporate,United States,New York City,New York,10009,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,Personal,2016,Thursday,July,NY
1208,CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,"S, Ward",Corporate,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,Acco,2016,Thursday,July,NY
1209,CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,"S, Ward",Corporate,United States,New York City,New York,10009,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0.0,6.8943,Ideal,2016,Thursday,July,NY
1210,CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,"S, Ward",Corporate,United States,New York City,New York,10009,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0.0,10.465,Newell,2016,Thursday,July,NY
1211,CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,"S, Ward",Corporate,United States,New York City,New York,10009,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,Pressboard,2016,Thursday,July,NY
1212,CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,"S, Ward",Corporate,United States,New York City,New York,10009,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7175999999999,O'Sullivan,2016,Thursday,July,NY
1213,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704,Global,2017,Saturday,September,PA
1214,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276,Wilson,2017,Saturday,September,PA
1215,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024,GBC,2017,Saturday,September,PA
1216,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768,Quartet,2017,Saturday,September,PA
1217,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,Microsoft,2017,Saturday,September,PA
1218,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,Eldon,2017,Saturday,September,PA
1219,US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,"S, Perrino",Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,Plantronics,2017,Saturday,September,PA
